id_word,sentence,"crop","word","tag","code","pos"
695,507,"Frutales de hueso","comienzan","I-phe","81","vmip000"
696,507,"Frutales de hueso","a","I-phe","81","sp000"
697,507,"Frutales de hueso","madurar","I-phe","81","vmn0000"
698,508,"Frutales de hueso","Aplicar","O",NULL,"vmn0000"
699,508,"Frutales de hueso","en","B-dur",NULL,"sp000"
700,508,"Frutales de hueso","el","O",NULL,"da0000"
701,508,"Frutales de hueso","estadio","O",NULL,"nc0s000"
702,508,"Frutales de hueso","de","O",NULL,"sp000"
703,508,"Frutales de hueso","yemas","B-phe","51","nc0p000"
704,508,"Frutales de hueso","de","I-phe","51","sp000"
705,508,"Frutales de hueso","la","I-phe","51","da0000"
706,508,"Frutales de hueso","inflorescencia","I-phe","51","nc0s000"
707,508,"Frutales de hueso","hinchada","I-phe","51","nc0s000"
708,508,"Frutales de hueso","hasta","B-bef",NULL,"sp000"
709,508,"Frutales de hueso","la","O",NULL,"da0000"
710,508,"Frutales de hueso","apertura","B-phe","53","nc0s000"
711,508,"Frutales de hueso","de","I-phe","53","sp000"
712,508,"Frutales de hueso","yemas","I-phe","53","nc0p000"
713,508,"Frutales de hueso","(","O",NULL,"nc0s000"
714,508,"Frutales de hueso","efecto","O",NULL,"nc0s000"
715,508,"Frutales de hueso","ovicida","O",NULL,"aq0000"
716,508,"Frutales de hueso",")","O",NULL,"nc0s000"
778,522,"Maíz","Aplicar","O",NULL,"vmn0000"
779,522,"Maíz","a","O",NULL,"sp000"
780,522,"Maíz","toda","O",NULL,"di0000"
781,522,"Maíz","la","O",NULL,"da0000"
782,522,"Maíz","superficie","O",NULL,"nc0s000"
783,522,"Maíz","o","O",NULL,"cc"
784,522,"Maíz","en","O",NULL,"sp000"
785,522,"Maíz","la","O",NULL,"da0000"
786,522,"Maíz","línea","O",NULL,"nc0s000"
787,522,"Maíz","de","O",NULL,"sp000"
788,522,"Maíz","cultivo","O",NULL,"nc0s000"
789,522,"Maíz",",","O",NULL,"fc"
790,522,"Maíz","desde","B-aft",NULL,"sp000"
791,522,"Maíz","la","O",NULL,"da0000"
792,522,"Maíz","siembra","B-apa",NULL,"nc0s000"
793,522,"Maíz","hasta","B-bef",NULL,"sp000"
794,522,"Maíz","el","O",NULL,"da0000"
795,522,"Maíz","estadío","O",NULL,"nc0s000"
796,522,"Maíz","de","O",NULL,"sp000"
797,522,"Maíz","5","B-phe",NULL,"z0"
798,522,"Maíz","hojas","I-phe",NULL,"nc0p000"
799,522,"Maíz","desarrolladas","I-phe",NULL,"aq0000"
800,527,"Patata","Aplicar","O",NULL,"vmn0000"
801,527,"Patata","a","O",NULL,"sp000"
802,527,"Patata","toda","O",NULL,"di0000"
803,527,"Patata","la","O",NULL,"da0000"
804,527,"Patata","superficie","O",NULL,"nc0s000"
805,527,"Patata","desde","B-aft",NULL,"sp000"
806,527,"Patata","la","O",NULL,"da0000"
807,527,"Patata","siembra","B-apa",NULL,"nc0s000"
808,527,"Patata","hasta","B-bef",NULL,"sp000"
809,527,"Patata","el","O",NULL,"da0000"
810,527,"Patata","comienzo","B-phe",NULL,"nc0s000"
811,527,"Patata","de","I-phe",NULL,"sp000"
812,527,"Patata","desecación","I-phe",NULL,"nc0s000"
813,527,"Patata","de","I-phe",NULL,"sp000"
814,527,"Patata","las","I-phe",NULL,"da0000"
815,527,"Patata","hojas","I-phe",NULL,"nc0p000"
883,618,"Albaricoquero","8","O",NULL,"w"
884,618,"Albaricoquero","Kg/ha","O",NULL,"np00000"
885,618,"Albaricoquero","y","O",NULL,"cc"
886,618,"Albaricoquero","se","O",NULL,"p0000000"
887,618,"Albaricoquero","aplicará","O",NULL,"vmif000"
888,618,"Albaricoquero","desde","B-aft",NULL,"sp000"
889,618,"Albaricoquero","el","O",NULL,"da0000"
890,618,"Albaricoquero","comienzo","B-phe",NULL,"nc0s000"
891,618,"Albaricoquero","de","I-phe",NULL,"sp000"
892,618,"Albaricoquero","la","I-phe",NULL,"da0000"
893,618,"Albaricoquero","floración","I-phe",NULL,"nc0s000"
894,618,"Albaricoquero","(","O",NULL,"nc0s000"
895,618,"Albaricoquero","alrededor","B-phe",NULL,"rg"
896,618,"Albaricoquero","del","I-phe",NULL,"sp000"
897,618,"Albaricoquero","10","I-phe",NULL,"z0"
898,618,"Albaricoquero","%","I-phe",NULL,"nc0s000"
899,618,"Albaricoquero","de","I-phe",NULL,"sp000"
900,618,"Albaricoquero","las","I-phe",NULL,"da0000"
901,618,"Albaricoquero","flores","I-phe",NULL,"nc0p000"
902,618,"Albaricoquero","abiertas","I-phe",NULL,"aq0000"
903,618,"Albaricoquero",")","O",NULL,"nc0s000"
904,618,"Albaricoquero","hasta","B-bef",NULL,"sp000"
905,618,"Albaricoquero","el","O",NULL,"da0000"
906,618,"Albaricoquero","fin","B-phe",NULL,"nc0s000"
907,619,"Albaricoquero","Para","O",NULL,"sp000"
908,619,"Albaricoquero","Monilia","O",NULL,"np00000"
909,619,"Albaricoquero","fructigena","O",NULL,"aq0000"
910,619,"Albaricoquero","se","O",NULL,"p0000000"
911,619,"Albaricoquero","aplicará","O",NULL,"vmif000"
912,619,"Albaricoquero","desde","B-aft",NULL,"sp000"
913,619,"Albaricoquero","fin","B-phe",NULL,"nc0s000"
914,619,"Albaricoquero","de","I-phe",NULL,"sp000"
915,619,"Albaricoquero","la","I-phe",NULL,"da0000"
916,619,"Albaricoquero","floración","I-phe",NULL,"nc0s000"
917,619,"Albaricoquero","hasta","B-bef",NULL,"sp000"
918,619,"Albaricoquero","madurez","B-phe",NULL,"nc0s000"
919,619,"Albaricoquero","de","I-phe",NULL,"sp000"
920,619,"Albaricoquero","frutos","I-phe",NULL,"nc0p000"
1203,663,"Vid","Aplicar","O",NULL,"vmn0000"
1204,663,"Vid","desde","B-aft",NULL,"sp000"
1205,663,"Vid","el","O",NULL,"da0000"
1206,663,"Vid","cuajado","B-phe",NULL,"nc0s000"
1207,663,"Vid","de","I-phe",NULL,"sp000"
1208,663,"Vid","los","I-phe",NULL,"da0000"
1209,663,"Vid","frutos","I-phe",NULL,"nc0p000"
1210,663,"Vid","hasta","B-bef",NULL,"sp000"
1211,663,"Vid","que","O",NULL,"cs"
1212,663,"Vid","todas","B-phe",NULL,"di0000"
1213,663,"Vid","las","I-phe",NULL,"da0000"
1214,663,"Vid","bayas","I-phe",NULL,"nc0p000"
1215,663,"Vid","de","I-phe",NULL,"sp000"
1216,663,"Vid","un","I-phe",NULL,"di0000"
1217,663,"Vid","racimo","I-phe",NULL,"nc0s000"
1218,663,"Vid","se","I-phe",NULL,"p0000000"
1219,663,"Vid","tocan","I-phe",NULL,"vmip000"
1232,670,"Trigo","Aplicar","O",NULL,"vmn0000"
1233,670,"Trigo","en","B-dur",NULL,"sp000"
1234,670,"Trigo","premergencia","B-phe","00-08","nc0s000"
1235,670,"Trigo","o","B-xor",NULL,"cc"
1236,670,"Trigo","postemergencia","B-phe","-1","nc0s000"
1237,670,"Trigo","precoz","I-phe","-1","aq0000"
1238,670,"Trigo","del","O",NULL,"sp000"
1239,670,"Trigo","cultivo","O",NULL,"nc0s000"
1269,695,"Trigo","Aplicar","O",NULL,"vmn0000"
1270,695,"Trigo","desde","B-aft",NULL,"sp000"
1271,695,"Trigo","la","O",NULL,"da0000"
1272,695,"Trigo","aparición","B-phe","31","nc0s000"
1273,695,"Trigo","del","I-phe","31","sp000"
1274,695,"Trigo","primer","I-phe","31","ao0000"
1275,695,"Trigo","nudo","I-phe","31","nc0s000"
1276,695,"Trigo","hasta","B-bef",NULL,"sp000"
1277,695,"Trigo","la","O",NULL,"da0000"
1278,695,"Trigo","plena","B-phe","65","aq0000"
1279,695,"Trigo","floración","I-phe","65","nc0s000"
1372,753,"Trigo","Aplicar","O",NULL,"vmn0000"
1373,753,"Trigo","desde","B-aft",NULL,"sp000"
1374,753,"Trigo","la","O",NULL,"da0000"
1375,753,"Trigo","siembra","B-apa",NULL,"nc0s000"
1376,753,"Trigo","hasta","B-bef",NULL,"sp000"
1377,753,"Trigo","el","O",NULL,"da0000"
1378,753,"Trigo","final","B-phe","29","nc0s000"
1379,753,"Trigo","del","I-phe","29","sp000"
1380,753,"Trigo","ahijado","I-phe","29","nc0s000"
1390,798,"Manzano","Efectuar","O",NULL,"vmn0000"
1391,798,"Manzano","una","B-mac",NULL,"di0000"
1392,798,"Manzano","aplicación","O",NULL,"nc0s000"
1393,798,"Manzano","a","O",NULL,"sp000"
1394,798,"Manzano","dosis","O",NULL,"nc0n000"
1395,798,"Manzano","de","O",NULL,"sp000"
1396,798,"Manzano","0,2-0,75","O",NULL,"z0"
1397,798,"Manzano","l/Ha","O",NULL,"np00000"
1398,798,"Manzano","o","B-xor",NULL,"cc"
1399,798,"Manzano","2","B-mac",NULL,"rg"
1400,798,"Manzano","aplicaciones","O",NULL,"nc0p000"
1401,798,"Manzano","a","O",NULL,"sp000"
1402,798,"Manzano","dosis","O",NULL,"nc0n000"
1403,798,"Manzano","de","O",NULL,"sp000"
1404,798,"Manzano","0,2-0-45","O",NULL,"z0"
1405,798,"Manzano","l/Ha","O",NULL,"np00000"
1406,798,"Manzano",",","O",NULL,"fc"
1407,798,"Manzano","tratando","O",NULL,"vmg0000"
1408,798,"Manzano","desde","B-aft",NULL,"sp000"
1409,798,"Manzano","la","O",NULL,"da0000"
1410,798,"Manzano","floración","B-phe","60-69","nc0s000"
1411,798,"Manzano","hasta","B-bef",NULL,"sp000"
1412,798,"Manzano","el","O",NULL,"da0000"
1413,798,"Manzano","inicio","B-apa",NULL,"nc0s000"
1414,798,"Manzano","de","I-apa",NULL,"sp000"
1415,798,"Manzano","la","I-apa",NULL,"da0000"
1416,798,"Manzano","recolección","I-apa",NULL,"nc0s000"
1417,798,"Manzano","con","O",NULL,"sp000"
1418,798,"Manzano","un","O",NULL,"di0000"
1419,798,"Manzano","volumen","O",NULL,"nc0s000"
1420,798,"Manzano","de","O",NULL,"sp000"
1421,798,"Manzano","caldo","O",NULL,"nc0s000"
1422,798,"Manzano","de","O",NULL,"sp000"
1423,798,"Manzano","500-1500","O",NULL,"z0"
1424,798,"Manzano","l/Ha","O",NULL,"np00000"
1425,798,"Manzano","de","O",NULL,"sp000"
1426,798,"Manzano","caldo","O",NULL,"nc0s000"
1427,802,"Vid","Aplicar","O",NULL,"vmn0000"
1428,802,"Vid","el","O",NULL,"da0000"
1429,802,"Vid","producto","O",NULL,"nc00000"
1430,802,"Vid","desde","B-aft",NULL,"sp000"
1431,802,"Vid","el","O",NULL,"da0000"
1432,802,"Vid","estadio","O",NULL,"nc0s000"
1433,802,"Vid","de","O",NULL,"sp000"
1434,802,"Vid","más","O",NULL,"rg"
1435,802,"Vid","de","O",NULL,"sp000"
1436,802,"Vid","3","B-phe",NULL,"z0"
1437,802,"Vid","hojas","I-phe",NULL,"nc0p000"
1438,802,"Vid","desplegadas","I-phe",NULL,"aq0000"
1705,835,"Vid","Pulverización","O",NULL,"np00000"
1706,835,"Vid","con","O",NULL,"sp000"
1707,835,"Vid","tractor","O",NULL,"nc0s000"
1708,835,"Vid","o","O",NULL,"cc"
1709,835,"Vid","manual","O",NULL,"aq0000"
1710,835,"Vid","con","O",NULL,"sp000"
1711,835,"Vid","mochila","O",NULL,"nc0s000"
1712,835,"Vid",",","O",NULL,"fc"
1713,835,"Vid","desde","B-aft",NULL,"sp000"
1714,835,"Vid","4","B-phe",NULL,"z0"
1715,835,"Vid","a","B-bef",NULL,"sp000"
1716,835,"Vid","8","B-phe",NULL,"z0"
1717,835,"Vid","hojas","I-phe",NULL,"nc0p000"
1718,835,"Vid","desplegadas","I-phe",NULL,"aq0000"
1719,835,"Vid","hasta","O",NULL,"sp000"
1720,835,"Vid","5","O",NULL,"dn0000"
1721,835,"Vid","días","O",NULL,"nc0p000"
1722,835,"Vid","antes","B-bef",NULL,"rg"
1723,835,"Vid","de","O",NULL,"sp000"
1724,835,"Vid","recolección","B-apa",NULL,"nc0s000"
1725,835,"Vid","y","O",NULL,"cc"
1726,835,"Vid","un","O",NULL,"di0000"
1727,835,"Vid","máximo","O",NULL,"aq0000"
1728,835,"Vid","de","O",NULL,"sp000"
1729,835,"Vid","8","O",NULL,"z0"
1730,835,"Vid","aplicaciones","O",NULL,"nc0p000"
1731,835,"Vid","al","O",NULL,"sp000"
1732,835,"Vid","año","O",NULL,"nc0s000"
1733,835,"Vid","con","O",NULL,"sp000"
1734,835,"Vid","un","O",NULL,"di0000"
1735,835,"Vid","intervalo","O",NULL,"nc0s000"
1736,835,"Vid","mínimo","O",NULL,"aq0000"
1737,835,"Vid","de","O",NULL,"sp000"
1738,835,"Vid","7","O",NULL,"z0"
1739,835,"Vid","días","O",NULL,"nc0p000"
1740,835,"Vid","entre","O",NULL,"sp000"
1741,835,"Vid","aplicaciones","O",NULL,"nc0p000"
1820,877,"Trigo","Una","B-mac",NULL,"di0000"
1821,877,"Trigo","única","O",NULL,"aq0000"
1822,877,"Trigo","aplicación","O",NULL,"nc0s000"
1823,877,"Trigo","por","O",NULL,"sp000"
1824,877,"Trigo","campaña","O",NULL,"nc0s000"
1825,877,"Trigo","mediante","O",NULL,"sp000"
1826,877,"Trigo","pulverización","O",NULL,"nc0s000"
1827,877,"Trigo","normal","O",NULL,"aq0000"
1828,877,"Trigo","con","O",NULL,"sp000"
1829,877,"Trigo","tractor","O",NULL,"nc0s000"
1830,877,"Trigo","en","B-dur",NULL,"sp000"
1831,877,"Trigo","preermegencia","B-phe","00-08","nc0s000"
1832,877,"Trigo","o","B-xor",NULL,"cc"
1833,877,"Trigo","postemergencia","B-phe","-1","nc0s000"
1834,877,"Trigo","de","O",NULL,"sp000"
1835,877,"Trigo","los","O",NULL,"da0000"
1836,877,"Trigo","cultivos","O",NULL,"nc0p000"
1837,879,"Trigo","Las","O",NULL,"da0000"
1838,879,"Trigo","malas","O",NULL,"aq0000"
1839,879,"Trigo","hierbas","O",NULL,"nc0p000"
1840,879,"Trigo","dicotiledóneas","O",NULL,"aq0000"
1841,879,"Trigo","no","B-not",NULL,"rn"
1842,879,"Trigo","deben","O",NULL,"vmip000"
1843,879,"Trigo","tener","O",NULL,"vmn0000"
1844,879,"Trigo","más","B-aft",NULL,"rg"
1845,879,"Trigo","de","O",NULL,"sp000"
1846,879,"Trigo","2-4","B-pph",NULL,"z0"
1847,879,"Trigo","hojas","I-pph",NULL,"nc0p000"
1848,879,"Trigo","y","B-and",NULL,"cc"
1849,879,"Trigo","las","O",NULL,"da0000"
1850,879,"Trigo","gramíneas","O",NULL,"nc0p000"
1851,879,"Trigo","no","B-not",NULL,"rn"
1852,879,"Trigo","deben","O",NULL,"vmip000"
1853,879,"Trigo","de","O",NULL,"sp000"
1854,879,"Trigo","tener","O",NULL,"vmn0000"
1855,879,"Trigo","más","B-aft",NULL,"rg"
1856,879,"Trigo","de","O",NULL,"sp000"
1857,879,"Trigo","3","B-pph",NULL,"z0"
1858,879,"Trigo","hojas","I-pph",NULL,"nc0p000"
1898,903,"Patata","Pulverización","O",NULL,"np00000"
1899,903,"Patata","normal","O",NULL,"aq0000"
1900,903,"Patata","con","O",NULL,"sp000"
1901,903,"Patata","tractor","O",NULL,"nc0s000"
1902,903,"Patata","o","O",NULL,"cc"
1903,903,"Patata","manual","O",NULL,"aq0000"
1904,903,"Patata",",","O",NULL,"fc"
1905,903,"Patata","de","O",NULL,"sp000"
1906,903,"Patata","1","O",NULL,"z0"
1907,903,"Patata","a","O",NULL,"sp000"
1908,903,"Patata","5","B-mac",NULL,"z0"
1909,903,"Patata","aplicaciones","O",NULL,"nc0p000"
1910,903,"Patata","por","O",NULL,"sp000"
1911,903,"Patata","campaña","O",NULL,"nc0s000"
1912,903,"Patata","con","O",NULL,"sp000"
1913,903,"Patata","un","O",NULL,"di0000"
1914,903,"Patata","intervalo","O",NULL,"nc0s000"
1915,903,"Patata","de","O",NULL,"sp000"
1916,903,"Patata","8-10","O",NULL,"z0"
1917,903,"Patata","días","O",NULL,"nc0p000"
1918,903,"Patata","entre","O",NULL,"sp000"
1919,903,"Patata","aplicaciones","O",NULL,"nc0p000"
1920,903,"Patata","y","O",NULL,"cc"
1921,903,"Patata","desde","B-aft",NULL,"sp000"
1922,903,"Patata","formación","B-phe",NULL,"nc0s000"
1923,903,"Patata","de","I-phe",NULL,"sp000"
1924,903,"Patata","brotes","I-phe",NULL,"nc0p000"
1925,903,"Patata","laterales","I-phe",NULL,"aq0000"
1926,903,"Patata","hasta","B-bef",NULL,"sp000"
1927,903,"Patata","inicio","B-phe",NULL,"nc0s000"
1928,903,"Patata","de","I-phe",NULL,"sp000"
1929,903,"Patata","la","I-phe",NULL,"da0000"
1930,903,"Patata","maduración","I-phe",NULL,"nc0s000"
1931,905,"Tomate","Pulverización","O",NULL,"np00000"
1932,905,"Tomate","normal","O",NULL,"aq0000"
1933,905,"Tomate","con","O",NULL,"sp000"
1934,905,"Tomate","tractor","O",NULL,"nc0s000"
1935,905,"Tomate","o","O",NULL,"cc"
1936,905,"Tomate","manual","O",NULL,"aq0000"
1937,905,"Tomate",",","O",NULL,"fc"
1938,905,"Tomate","de","O",NULL,"sp000"
1939,905,"Tomate","1","O",NULL,"z0"
1940,905,"Tomate","a","O",NULL,"sp000"
1941,905,"Tomate","5","B-mac",NULL,"z0"
1942,905,"Tomate","aplicaciones","O",NULL,"nc0p000"
1943,905,"Tomate","por","O",NULL,"sp000"
1944,905,"Tomate","campañaa","O",NULL,"nc0s000"
1945,905,"Tomate","con","O",NULL,"sp000"
1946,905,"Tomate","un","O",NULL,"di0000"
1947,905,"Tomate","intervalo","O",NULL,"nc0s000"
1948,905,"Tomate","de","O",NULL,"sp000"
1949,905,"Tomate","8-10","O",NULL,"z0"
1950,905,"Tomate","días","O",NULL,"nc0p000"
1951,905,"Tomate","entre","O",NULL,"sp000"
1952,905,"Tomate","aplicaciones","O",NULL,"nc0p000"
1953,905,"Tomate","y","O",NULL,"cc"
1954,905,"Tomate","desde","B-aft",NULL,"sp000"
